"Selected Filters: All States | All Programs"
""
"Total Funding: $9,835,080,336"
"Number of Grants: 12,702"

"Grantee Name","Grant Number","Program Name","City","State","ZIP Code","County","Congressional District","Award Fiscal Year","Award Funding"
"Western Sierra Medical Clinic, Inc.","H8CCS34221","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Grass Valley","CA","95945-8524","Nevada","CA-01","2020","$60,437"
"Western Sierra Medical Clinic, Inc.","H8DCS35616","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Grass Valley","CA","95945-8524","Nevada","CA-01","2020","$772,760"
"Western Sierra Medical Clinic, Inc.","H8GCS47588","FY 2023 Expanding COVID-19 Vaccination (H8G)","Grass Valley","CA","95945-8524","Nevada","CA01","2023","$178,861"
"Western Sierra Medical Clinic, Inc.","H8FCS40531","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Grass Valley","CA","95945-8524","Nevada","CA01","2022","$65,500"
"Western Sierra Medical Clinic, Inc.","H8ECS38648","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Grass Valley","CA","95945-8524","Nevada","CA-01","2020","$338,449"
"Western Sierra Medical Clinic, Inc.","C8ECS43851","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Grass Valley","CA","95945-8524","Nevada","CA-01","2021","$676,088"
"Western Wayne Family Health Centers","C8ECS43639","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Inkster","MI","48141-2206","Wayne","MI-13","2021","$689,002"
"Western Wayne Family Health Centers","H8CCS34202","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Inkster","MI","48141-2206","Wayne","MI-13","2020","$62,277"
"Western Wayne Family Health Centers","H8GCS48414","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Inkster","MI","48141-2206","Wayne","MI-12","2023","$27,500"
"Western Wayne Family Health Centers","H8FCS41331","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Inkster","MI","48141-2206","Wayne","MI13","2022","$65,500"
"Western Wayne Family Health Centers","H8GCS48414","FY 2023 Expanding COVID-19 Vaccination (H8G)","Inkster","MI","48141-2206","Wayne","MI13","2023","$202,855"
"Western Wayne Family Health Centers","H8DCS35608","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Inkster","MI","48141-2206","Wayne","MI-13","2020","$791,315"
"Western Wayne Family Health Centers","H8ECS37982","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Inkster","MI","48141-2206","Wayne","MI-13","2020","$356,059"
"Western Wayne Family Health Centers","H8FCS41331","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Inkster","MI","48141-2206","Wayne","MI-13","2021","$3,109,250"
"Western Wayne Family Health Centers","H8LCS50954","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Inkster","MI","48141-2206","Wayne","MI-12","2023","$19,115"
"Westside Family Health Center","H8LCS51260","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Culver City","CA","90230-4605","Los Angeles","CA-37","2023","$62,029"
"Westside Family Health Center","H8FCS40819","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Culver City","CA","90230-4605","Los Angeles","CA-37","2021","$3,664,625"
"Westside Family Health Center","H8CCS34090","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Culver City","CA","90230-4605","Los Angeles","CA-37","2020","$72,127"
"Westside Family Health Center","H8FCS40819","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Culver City","CA","90230-4605","Los Angeles","CA37","2022","$65,500"
"Westside Family Health Center","H8GCS48266","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Culver City","CA","90230-4605","Los Angeles","CA-37","2023","$27,500"
"Westside Family Health Center","H8GCS48266","FY 2023 Expanding COVID-19 Vaccination (H8G)","CULVER CITY","CA","90230-4605","Los Angeles","CA37","2023","$156,793"
"Westside Family Health Center","H8DCS35722","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Culver City","CA","90230-4605","Los Angeles","CA-37","2020","$877,205"
"Westside Family Health Center","H8ECS39021","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Culver City","CA","90230-4605","Los Angeles","CA-37","2020","$291,904"
"Westside Family Health Center","C8ECS44836","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Culver City","CA","90230-4605","Los Angeles","CA-37","2021","$641,955"
"Westside Family Healthcare, Inc.","H8LCS51389","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Wilmington","DE","19801-5043","New Castle","DE-00","2023","$107,446"
"Westside Family Healthcare, Inc.","H8CCS34662","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Wilmington","DE","19801-5043","New Castle","DE-00","2020","$84,745"
"Westside Family Healthcare, Inc.","H8FCS41287","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Wilmington","DE","19801-5043","New Castle","DE-00","2021","$6,073,250"
"Westside Family Healthcare, Inc.","H8GCS48365","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Wilmington","DE","19801-5043","New Castle","DE-00","2023","$27,500"
"Westside Family Healthcare, Inc.","H8GCS48365","FY 2023 Expanding COVID-19 Vaccination (H8G)","Wilmington","DE","19801-5043","New Castle","DE00","2023","$299,929"
"Westside Family Healthcare, Inc.","H8FCS41287","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Wilmington","DE","19801-5043","New Castle","DE00","2022","$65,500"
"Westside Family Healthcare, Inc.","H8DCS35967","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Wilmington","DE","19801-5043","New Castle","DE-00","2020","$1,169,210"
"Westside Family Healthcare, Inc.","H8ECS38297","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Wilmington","DE","19801-5043","New Castle","DE-00","2020","$514,639"
"Westside Family Healthcare, Inc.","C8ECS44156","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Wilmington","DE","19801-5043","New Castle","DE-00","2021","$805,294"
"Whatley Health Services Inc","H8GCS48550","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Tuscaloosa","AL","35401-5235","Tuscaloosa","AL-07","2023","$27,500"
"Whatley Health Services Inc","H8LCS51454","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Tuscaloosa","AL","35401-5235","Tuscaloosa","AL-07","2023","$132,224"
"Whatley Health Services, Inc.","H8GCS48550","FY 2023 Expanding COVID-19 Vaccination (H8G)","Tuscaloosa","AL","35401-5235","Tuscaloosa","AL07","2023","$228,433"
"Whatley Health Services, Inc.","H8DCS35426","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Tuscaloosa","AL","35401-5235","Tuscaloosa","AL-07","2020","$1,215,500"
"Whatley Health Services, Inc.","H8CCS35028","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Tuscaloosa","AL","35401-5235","Tuscaloosa","AL-07","2020","$91,977"
"Whatley Health Services, Inc.","H8ECS38630","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Tuscaloosa","AL","35401-5235","Tuscaloosa","AL-07","2020","$419,389"
"Whatley Health Services, Inc.","H8FCS41622","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Tuscaloosa","AL","35401-5235","Tuscaloosa","AL-07","2021","$5,969,500"
"Whatley Health Services, Inc.","C8ECS43834","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Tuscaloosa","AL","35401-5235","Tuscaloosa","AL-07","2021","$735,444"
"Wheeler Clinic Inc","H8LCS51659","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Plainville","CT","06062-1534","Hartford","CT-05","2023","$52,252"
"Wheeler Clinic Inc","H8GCS47654","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Plainville","CT","06062-1534","Hartford","CT-05","2023","$27,500"
"Wheeler Clinic, Inc.","H8FCS41586","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Plainville","CT","06062-1534","Hartford","CT-05","2021","$2,309,000"
"Wheeler Clinic, Inc.","H8CCS34654","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Plainville","CT","06062-1534","Hartford","CT-05","2020","$58,671"
"Wheeler Clinic, Inc.","H8GCS47654","FY 2023 Expanding COVID-19 Vaccination (H8G)","Plainville","CT","06062-1534","Hartford","CT05","2023","$189,922"
"Wheeler Clinic, Inc.","H8DCS35966","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Plainville","CT","06062-1534","Hartford","CT-05","2020","$688,940"
"Wheeler Clinic, Inc.","H8ECS37952","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Plainville","CT","06062-1534","Hartford","CT-05","2020","$263,179"
"Wheeler Clinic, Inc.","H8FCS41586","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Plainville","CT","06062-1534","Hartford","CT05","2022","$65,500"
"Wheeler Clinic, Inc.","C8ECS44292","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Plainville","CT","06062-1534","Hartford","CT-05","2021","$620,890"
"White Bird Clinic","C8ECS44002","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Eugene","OR","97401-3212","Lane","OR-04","2021","$575,724"
"White Bird Clinic","H8CCS34144","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Eugene","OR","97401-3212","Lane","OR-04","2020","$60,710"
"White Bird Clinic","H8GCS48089","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Eugene","OR","97401-3212","Lane","OR-04","2023","$27,500"
"White Bird Clinic","H8DCS35736","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Eugene","OR","97401-3212","Lane","OR-04","2020","$675,860"
"White Bird Clinic","H8ECS37808","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Eugene","OR","97401-3212","Lane","OR-04","2020","$201,589"
"White Bird Clinic","H8LCS50837","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Eugene","OR","97401-3212","Lane","OR-04","2023","$45,703"
"White Bird Clinic","H8FCS41707","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Eugene","OR","97401-3212","Lane","OR-04","2021","$2,547,750"
"WHITE BIRD CLINIC","H8GCS48089","FY 2023 Expanding COVID-19 Vaccination (H8G)","EUGENE","OR","97401-3212","Lane","OR04","2023","$115,024"
"WHITE BIRD CLINIC","H8FCS41707","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Eugene","OR","97401-3212","Lane","OR04","2022","$65,500"
"White Memorial Community Health Center","H8GCS48898","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Los Angeles","CA","90033-2487","Los Angeles","CA-34","2023","$27,500"
"White Memorial Community Health Center, A California Nonprofit Public Benefit Corporation","H8LCS50602","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Los Angeles","CA","90033-2487","Los Angeles","CA-34","2023","$21,363"
"White Memorial Community Health Center, A California Nonprofit Public Benefit Corporation","H8GCS48898","FY 2023 Expanding COVID-19 Vaccination (H8G)","Los Angeles","CA","90033-2487","Los Angeles","CA34","2023","$217,516"
"White Memorial Community Health Center, A California Nonprofit Public Benefit Corporation","L2CCS42346","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (L2C)","Los Angeles","CA","90033-2597","Los Angeles","CA34","2022","$65,500"
"White Memorial Community Health Center, A California Nonprofit Public Benefit Corporation","L2CCS42346","FY 2021 American Rescue Plan - Funding for Look-Alikes (L2C)","Los Angeles","CA","90033-2597","Los Angeles","CA-34","2021","$2,847,000"
"White Memorial Community Health Center, A California Nonprofit Public Benefit Corporation","L1CCS39395","FY 2020 Health Center Program Look-Alikes:  Expanding Capacity for Coronavirus Testing (L1C)","Los Angeles","CA","90033-2597","Los Angeles","CA-34","2020","$365,972"
"White Mountain Cmmty Health Center","H8LCS50614","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Conway","NH","03818-4204","Carroll","NH-01","2023","$13,304"
"White Mountain Community Health Center","H8GCS48842","FY 2023 Expanding COVID-19 Vaccination (H8G)","Conway","NH","03818-4204","Carroll","NH01","2023","$65,434"
"White Mountain Community Health Center","L2CCS42360","FY 2021 American Rescue Plan - Funding for Look-Alikes (L2C)","Conway","NH","03818-4204","Carroll","NH-01","2021","$955,250"
"Whiteside, County Of","H8LCS51070","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Rock Falls","IL","61071-1005","Whiteside","IL-17","2023","$25,629"
"Whiteside, County Of","H8GCS48811","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Rock Falls","IL","61071-1005","Whiteside","IL-17","2023","$27,500"
"Whiteside, County Of","H8DCS36201","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Rock Falls","IL","61071-1005","Whiteside","IL-17","2020","$771,800"
"Whiteside, County Of","H8ECS38610","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Rock Falls","IL","61071-1005","Whiteside","IL-17","2020","$295,969"
"Whiteside, County Of","H8CCS34435","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Rock Falls","IL","61071-1005","Whiteside","IL-17","2020","$63,077"
"Whiteside, County Of","H8FCS40616","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Rock Falls","IL","61071-1005","Whiteside","IL-17","2021","$2,739,750"
"Whiteside, County Of","C8ECS44471","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Rock Falls","IL","61071-1005","Whiteside","IL-17","2021","$644,936"
"WHITESIDE, COUNTY OF","H8FCS40616","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Rock Falls","IL","61071-1005","Whiteside","IL17","2022","$65,500"
"WHITESIDE, COUNTY OF","H8GCS48811","FY 2023 Expanding COVID-19 Vaccination (H8G)","Rock Falls","IL","61071-1005","Whiteside","IL17","2023","$148,621"
"Whitman-Walker Clinic, Inc.","H8CCS34665","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Washington","DC","20009-6293","District of Columbia","DC-98","2020","$61,382"
"Whitman-Walker Clinic, Inc.","H8FCS41670","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Washington","DC","20009-6293","District of Columbia","DC-98","2021","$2,525,250"
"Whitman-Walker Clinic, Inc.","H8FCS41670","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Washington","DC","20009-6293","District of Columbia","DC98","2022","$65,500"
"Whitman-Walker Clinic, Inc.","H8GCS48005","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Washington","DC","20009-6293","District of Columbia","DC-98","2023","$27,500"
"Whitman-Walker Clinic, Inc.","H8GCS48005","FY 2023 Expanding COVID-19 Vaccination (H8G)","Washington","DC","20009-6293","District of Columbia","DC98","2023","$153,112"
"Whitman-Walker Clinic, Inc.","H8DCS35975","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Washington","DC","20009-6293","District of Columbia","DC-98","2020","$743,705"
"Whitman-Walker Clinic, Inc.","H8ECS38970","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Washington","DC","20009-6293","District of Columbia","DC-98","2020","$286,849"
"Whitman-Walker Clinic, Inc.","H8LCS51278","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Washington","DC","20009-6293","District of Columbia","DC-98","2023","$26,736"
"Whitman-Walker Clinic, Inc.","C8ECS44366","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Washington","DC","20009-6293","District of Columbia","DC-98","2021","$638,248"
"Whitney M Young Jr Health Center Inc","H8LCS51270","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Albany","NY","12207-1398","Albany","NY-20","2023","$25,191"
"Whitney M. Young, Jr., Health Center, Inc.","H8FCS41484","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Albany","NY","12207-1300","Albany","NY-20","2021","$3,461,750"
"Whitney M. Young, Jr., Health Center, Inc.","C8ECS43785","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Albany","NY","12207-1300","Albany","NY-20","2021","$726,424"
"Whitney M. Young, Jr., Health Center, Inc.","H8CCS35180","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Albany","NY","12207-1300","Albany","NY-20","2020","$66,251"
"Whitney M. Young, Jr., Health Center, Inc.","H8GCS47999","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Albany","NY","12207-1398","Albany","NY-20","2023","$27,500"
"Whitney M. Young, Jr., Health Center, Inc.","H8DCS36560","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Albany","NY","12207-1300","Albany","NY-20","2020","$879,845"
"Whitney M. Young, Jr., Health Center, Inc.","H8ECS38870","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Albany","NY","12207-1300","Albany","NY-20","2020","$407,089"
"WHITNEY M. YOUNG, JR., HEALTH CENTER, INC.","H8GCS47999","FY 2023 Expanding COVID-19 Vaccination (H8G)","ALBANY","NY","12207-1398","Albany","NY20","2023","$195,097"
"WHITNEY M. YOUNG, JR., HEALTH CENTER, INC.","H8FCS41484","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Albany","NY","12207-1300","Albany","NY20","2022","$65,500"
"Whittier Street Health Center","C8ECS44777","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Roxbury Crossing","MA","02120-3432","Suffolk","MA-07","2021","$720,528"
"Whittier Street Health Center","H8CCS34402","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Roxbury Crossing","MA","02120-3432","Suffolk","MA-07","2020","$71,735"
"Whittier Street Health Center","H8GCS47826","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Roxbury Crossing","MA","02120-3432","Suffolk","MA-07","2023","$27,500"
"Whittier Street Health Center","H8FCS41019","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Roxbury Crossing","MA","02120-3432","Suffolk","MA07","2022","$65,500"
"Whittier Street Health Center","H8GCS47826","FY 2023 Expanding COVID-19 Vaccination (H8G)","Roxbury Crossing","MA","02120-3432","Suffolk","MA07","2023","$246,442"
"Whittier Street Health Center","H8DCS35462","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Roxbury Crossing","MA","02120-3432","Suffolk","MA-07","2020","$947,975"
"Whittier Street Health Center","H8ECS38435","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Roxbury Crossing","MA","02120-3432","Suffolk","MA-07","2020","$399,049"
"Whittier Street Health Center","H8LCS51148","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Roxbury Crossing","MA","02120-3432","Suffolk","MA-07","2023","$50,764"
"Whittier Street Health Center","H8FCS41019","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Roxbury Crossing","MA","02120-3432","Suffolk","MA-07","2021","$4,226,000"
"Whole Family Health Center Inc","H8GCS48907","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Vero Beach","FL","32960-6481","Indian River","FL-08","2023","$27,500"
"WHOLE FAMILY HEALTH CENTER INC","H8GCS48907","FY 2023 Expanding COVID-19 Vaccination (H8G)","Vero Beach","FL","32960-6481","Indian River","FL08","2023","$151,582"
"Whole Family Health Center, Inc.","L1CCS39375","FY 2020 Health Center Program Look-Alikes:  Expanding Capacity for Coronavirus Testing (L1C)","Vero Beach","FL","32960-6481","Indian River","FL-08","2020","$216,812"
"Whole Family Health Center, Inc.","L2CCS42371","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (L2C)","Vero Beach","FL","32960-6481","Indian River","FL08","2022","$65,500"
"Whole Family Health Center, Inc.","L2CCS42371","FY 2021 American Rescue Plan - Funding for Look-Alikes (L2C)","Vero Beach","FL","32960-6481","Indian River","FL-08","2021","$1,593,250"
"Whole Family Health Center, Inc.","H8LCS50578","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Vero Beach","FL","32960-6481","Indian River","FL-08","2023","$26,540"
"Wilkes County","H8LCS50913","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Wilkesboro","NC","28697-2428","Wilkes","NC-05","2023","$37,297"
"Wilkes County Of","H8CCS34558","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Wilkesboro","NC","28697-2469","Wilkes","NC-05","2020","$54,853"
"Wilkes County Of","H8DCS36355","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Wilkesboro","NC","28697-2469","Wilkes","NC-05","2020","$580,565"
"Wilkes County Of","H8ECS38086","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Wilkesboro","NC","28697-2469","Wilkes","NC-05","2020","$153,964"
"Wilkes County Of","H8FCS41720","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Wilkesboro","NC","28697-2469","Wilkes","NC-05","2021","$1,415,875"
"WILKES COUNTY OF","H8GCS47966","FY 2023 Expanding COVID-19 Vaccination (H8G)","WILKESBORO","NC","28697-2469","Wilkes","NC05","2023","$79,780"
"Will County Community Health Center","H8GCS48789","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Joliet","IL","60433-2799","Will","IL-14","2023","$27,500"
"Will County Community Health Center","H8DCS36176","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Joliet","IL","60433-2799","Will","IL-11","2020","$793,985"
"Will County Community Health Center","H8ECS38543","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Joliet","IL","60433-2799","Will","IL-11","2020","$271,924"
"Will County Community Health Center","H8CCS34436","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Joliet","IL","60433-2799","Will","IL-11","2020","$66,017"
"Will County Community Health Center","H8LCS50698","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Joliet","IL","60433-2799","Will","IL-14","2023","$47,421"
"Will County Community Health Center","H8FCS41699","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Joliet","IL","60433-2799","Will","IL-11","2021","$3,014,375"
"WILL COUNTY COMMUNITY HEALTH CENTER","H8GCS48789","FY 2023 Expanding COVID-19 Vaccination (H8G)","JOLIET","IL","60433-2799","Will","IL11","2023","$148,135"
"WILL COUNTY COMMUNITY HEALTH CENTER","H8FCS41699","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Joliet","IL","60433-2799","Will","IL11","2022","$65,500"
"William F. Ryan Community Health Center, Inc.","H8LCS51510","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","New York","NY","10025-6450","New York","NY-12","2023","$50,741"
"William F. Ryan Community Health Center, Inc.","C8ECS43902","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","New York","NY","10025-6450","New York","NY-10","2021","$1,054,708"
"William F. Ryan Community Health Center, Inc.","H8GCS47664","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","New York","NY","10025-6450","New York","NY-12","2023","$27,500"
"William F. Ryan Community Health Center, Inc.","H8CCS35177","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","New York","NY","10025-6450","New York","NY-10","2020","$87,544"
"William F. Ryan Community Health Center, Inc.","H8GCS47664","FY 2023 Expanding COVID-19 Vaccination (H8G)","New York","NY","10025-6450","New York","NY10","2023","$456,709"
"William F. Ryan Community Health Center, Inc.","H8FCS40991","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","New York","NY","10025-6450","New York","NY10","2022","$65,500"
"William F. Ryan Community Health Center, Inc.","H8DCS36594","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","New York","NY","10025-6450","New York","NY-10","2020","$1,385,900"
"William F. Ryan Community Health Center, Inc.","H8ECS38019","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","New York","NY","10025-6450","New York","NY-10","2020","$854,749"
"William F. Ryan Community Health Center, Inc.","H8FCS40991","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","New York","NY","10025-6450","New York","NY-10","2021","$8,146,000"
"Williamson Health & Wellness Center, Inc","H8GCS48723","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Williamson","WV","25661-3602","Mingo","WV-01","2023","$27,500"
"Williamson Health & Wellness Center, Inc","H8GCS48723","FY 2023 Expanding COVID-19 Vaccination (H8G)","Williamson","WV","25661-3602","Mingo","WV03","2023","$128,290"
"Williamson Health & Wellness Center, Inc","C8ECS44632","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Williamson","WV","25661-3602","Mingo","WV-03","2021","$591,850"
"Williamson Health & Wellness Center, Inc","H8CCS34590","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Williamson","WV","25661-3602","Mingo","WV-03","2020","$54,828"
"Williamson Health & Wellness Center, Inc","H8FCS41593","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Williamson","WV","25661-3602","Mingo","WV03","2022","$65,500"
"Williamson Health & Wellness Center, Inc","H8DCS35883","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Williamson","WV","25661-3602","Mingo","WV-03","2020","$618,200"
"Williamson Health & Wellness Center, Inc","H8LCS51889","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Williamson","WV","25661-3602","Mingo","WV-01","2023","$13,626"
"Williamson Health & Wellness Center, Inc","H8ECS37668","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Williamson","WV","25661-3602","Mingo","WV-03","2020","$223,579"
"Williamson Health & Wellness Center, Inc","H8FCS41593","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Williamson","WV","25661-3602","Mingo","WV-03","2021","$1,676,250"
"Wilmington Community Clinic","H8CCS34059","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Wilmington","CA","90744-4505","Los Angeles","CA-44","2020","$59,451"
"Wilmington Community Clinic","H8FCS41205","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Wilmington","CA","90744-4505","Los Angeles","CA-44","2021","$2,613,750"
"Wilmington Community Clinic","H8GCS47840","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Wilmington","CA","90744-4505","Los Angeles","CA-44","2023","$27,500"
"Wilmington Community Clinic","H8DCS35728","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Wilmington","CA","90744-4505","Los Angeles","CA-44","2020","$684,230"
